Total processing time: 25.418890476226807s
Total memory used: 842268672 bytes
files deleted
         25672546 function calls (25672262 primitive calls) in 25.428 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       24    0.000    0.000    7.968    0.332 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/glob.py:60(_iglob)
        6    0.000    0.000    7.290    1.215 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/glob.py:105(_glob1)
        6    1.072    0.179    4.721    0.787 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/fnmatch.py:48(filter)
        6    0.710    0.118    3.851    0.642 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/glob.py:176(_listdir)
  6407622    3.141    0.000    3.141    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/glob.py:142(_iterdir)
  6407166    1.711    0.000    2.703    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/glob.py:108(<genexpr>)
  6407160    1.240    0.000    1.240    0.000 {method 'match' of 're.Pattern' objects}
        6    0.000    0.000    1.131    0.189 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/PIL/Image.py:2376(save)
  6407622    0.991    0.000    0.991    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/glob.py:230(_ishidden)
        6    0.000    0.000    0.852    0.142 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/PIL/JpegImagePlugin.py:644(_save)
        6    0.000    0.000    0.852    0.142 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/PIL/ImageFile.py:517(_save)
        6    0.000    0.000    0.852    0.142 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/PIL/ImageFile.py:545(_encode_tile)
        6    0.851    0.142    0.851    0.142 {method 'encode_to_file' of 'ImagingEncoder' objects}
    18/10    0.081    0.004    0.345    0.034 {method 'acquire' of '_thread.lock' objects}
        6    0.000    0.000    0.278    0.046 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/PIL/Image.py:593(_ensure_mutable)
        6    0.000    0.000    0.278    0.046 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/PIL/Image.py:587(_copy)
       12    0.001    0.000    0.256    0.021 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/PIL/ImageFile.py:175(load)
       72    0.246    0.003    0.246    0.003 {method 'decode' of 'ImagingDecoder' objects}
        6    0.022    0.004    0.022    0.004 {method 'copy' of 'ImagingCore' objects}
     26/8    0.000    0.000    0.011    0.001 <frozen importlib._bootstrap>:1349(_find_and_load)
        6    0.000    0.000    0.011    0.002 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/subprocess.py:807(__init__)
     26/8    0.000    0.000    0.011    0.001 <frozen importlib._bootstrap>:1304(_find_and_load_unlocked)
        6    0.002    0.000    0.010    0.002 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/subprocess.py:1791(_execute_child)
    76/12    0.000    0.000    0.010    0.001 <frozen importlib._bootstrap>:480(_call_with_frames_removed)
     26/8    0.000    0.000    0.010    0.001 <frozen importlib._bootstrap>:911(_load_unlocked)
     23/7    0.000    0.000    0.010    0.001 <frozen importlib._bootstrap_external>:989(exec_module)
    27/10    0.000    0.000    0.009    0.001 <frozen importlib._bootstrap>:1390(_handle_fromlist)
     21/7    0.000    0.000    0.009    0.001 {built-in method builtins.__import__}
        6    0.000    0.000    0.009    0.001 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/PIL/Image.py:3225(open)
        6    0.000    0.000    0.008    0.001 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/PIL/ImageFile.py:314(load_prepare)
        6    0.008    0.001    0.008    0.001 {built-in method PIL._imaging.new}
     23/7    0.000    0.000    0.008    0.001 {built-in method builtins.exec}
       12    0.000    0.000    0.007    0.001 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/PIL/Image.py:315(preinit)
     1212    0.001    0.000    0.004    0.000 <frozen _collections_abc>:892(__iter__)
       23    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:1062(get_code)
        3    0.000    0.000    0.003    0.001 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/tqdm/std.py:760(get_lock)
        1    0.000    0.000    0.003    0.003 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/tqdm/std.py:90(__init__)
        1    0.000    0.000    0.003    0.003 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/tqdm/std.py:116(create_mp_lock)
        7    0.000    0.000    0.003    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/tqdm/std.py:1160(__iter__)
        1    0.000    0.000    0.002    0.002 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/PIL/BmpImagePlugin.py:1(<module>)
        7    0.000    0.000    0.002    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/tqdm/std.py:1325(refresh)
        6    0.000    0.000    0.002    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/tqdm/std.py:1198(update)
     1210    0.001    0.000    0.002    0.000 <frozen os>:680(__getitem__)
     2418    0.001    0.000    0.002    0.000 <frozen os>:812(fsencode)
      257    0.002    0.000    0.002    0.000 {method 'read' of '_io.BufferedReader' objects}
        6    0.000    0.000    0.002    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/fnmatch.py:38(_compile_pattern)
        8    0.000    0.000    0.002    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/tqdm/std.py:1464(display)
        8    0.000    0.000    0.002    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/re/__init__.py:226(compile)
       23    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:751(_compile_bytecode)
        8    0.000    0.000    0.002    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/re/__init__.py:280(_compile)
       65    0.001    0.000    0.002    0.000 {built-in method builtins.__build_class__}
       61    0.001    0.000    0.002    0.000 {built-in method _io.open}
       23    0.002    0.000    0.002    0.000 {built-in method marshal.loads}
        1    0.000    0.000    0.002    0.002 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/PIL/GifImagePlugin.py:1(<module>)
        1    0.000    0.000    0.002    0.002 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/multiprocessing/__init__.py:1(<module>)
        8    0.000    0.000    0.002    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/re/_compiler.py:740(compile)
       26    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:1240(_find_spec)
       72    0.000    0.000    0.002    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/PIL/JpegImagePlugin.py:411(load_read)
        8    0.000    0.000    0.001    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/tqdm/std.py:1150(__str__)
        6    0.001    0.000    0.001    0.000 {built-in method _posixsubprocess.fork_exec}
        8    0.000    0.000    0.001    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/tqdm/std.py:464(format_meter)
        1    0.000    0.000    0.001    0.001 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/multiprocessing/context.py:70(RLock)
        1    0.000    0.000    0.001    0.001 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/multiprocessing/context.py:1(<module>)
     2413    0.001    0.000    0.001    0.000 <frozen os>:766(decode)
       18    0.001    0.000    0.001    0.000 {built-in method posix.remove}
       26    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1520(find_spec)
       26    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1491(_get_spec)
        1    0.000    0.000    0.001    0.001 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/PIL/ImagePalette.py:1(<module>)
        6    0.000    0.000    0.001    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/tempfile.py:537(NamedTemporaryFile)
       23    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1183(get_data)
       31    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1593(find_spec)
       26    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:806(module_from_spec)
        6    0.000    0.000    0.001    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/PIL/Image.py:3292(_open_core)
        6    0.000    0.000    0.001    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/psutil/__init__.py:322(__init__)
     1212    0.000    0.000    0.001    0.000 <frozen os>:703(__iter__)
        6    0.000    0.000    0.001    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/psutil/__init__.py:325(_init)
    18/12    0.000    0.000    0.001    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/psutil/_pslinux.py:1711(wrapper)
       24    0.000    0.000    0.001    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/tqdm/utils.py:378(disp_len)
        8    0.000    0.000    0.001    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/re/_parser.py:969(parse)
        1    0.000    0.000    0.001    0.001 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/multiprocessing/synchronize.py:1(<module>)
       24    0.000    0.000    0.001    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/tqdm/utils.py:374(_text_width)
        1    0.000    0.000    0.001    0.001 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/PIL/PngImagePlugin.py:1(<module>)
       24    0.000    0.000    0.001    0.000 {built-in method builtins.sum}
     1210    0.000    0.000    0.001    0.000 <frozen os>:762(encode)
       12    0.000    0.000    0.001    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/subprocess.py:1259(wait)
     14/8    0.000    0.000    0.001    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/re/_parser.py:452(_parse_sub)
       12    0.000    0.000    0.001    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/subprocess.py:2021(_wait)
        1    0.000    0.000    0.001    0.001 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/tqdm/std.py:952(__init__)
        6    0.000    0.000    0.001    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/PIL/JpegImagePlugin.py:839(jpeg_factory)
       12    0.000    0.000    0.001    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/psutil/_common.py:487(wrapper)
        6    0.000    0.000    0.001    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/psutil/__init__.py:746(create_time)
     3629    0.001    0.000    0.001    0.000 {method 'encode' of 'str' objects}
        6    0.000    0.000    0.001    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/subprocess.py:2008(_try_wait)
     4749    0.001    0.000    0.001    0.000 {built-in method builtins.isinstance}
     14/8    0.000    0.000    0.001    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/re/_parser.py:512(_parse)
        6    0.001    0.000    0.001    0.000 {built-in method posix.waitpid}
        6    0.000    0.000    0.001    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/PIL/ImageFile.py:108(__init__)
        6    0.000    0.000    0.001    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/psutil/_pslinux.py:1943(create_time)
        6    0.000    0.000    0.001    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/tempfile.py:577(opener)
     2040    0.000    0.000    0.001    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/tqdm/utils.py:375(<genexpr>)
        6    0.000    0.000    0.001    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/tempfile.py:243(_mkstemp_inner)
     2419    0.001    0.000    0.001    0.000 {method 'decode' of 'bytes' objects}
        8    0.000    0.000    0.001    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/re/_compiler.py:573(_code)
        1    0.000    0.000    0.001    0.001 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/PIL/ImageFile.py:1(<module>)
      109    0.001    0.000    0.001    0.000 {built-in method posix.stat}
       12    0.000    0.000    0.001    0.000 <frozen posixpath>:431(realpath)
        6    0.000    0.000    0.001    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/PIL/JpegImagePlugin.py:360(_open)
       26    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:416(__enter__)
       12    0.000    0.000    0.000    0.000 <frozen posixpath>:440(_joinrealpath)
        8    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/tqdm/std.py:457(print_status)
       18    0.000    0.000    0.000    0.000 {built-in method posix.read}
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1287(create_module)
       26    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:733(_init_module_attrs)
        3    0.000    0.000    0.000    0.000 {built-in method _imp.create_dynamic}
       36    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:304(acquire)
       85    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:140(_path_stat)
       23    0.000    0.000    0.000    0.000 {built-in method _io.open_code}
       46    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:482(cache_from_source)
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/tqdm/utils.py:333(_screen_shape_linux)
        6    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/psutil/_pslinux.py:1766(_parse_stat_file)
     2065    0.000    0.000    0.000    0.000 {method 'append' of 'list' objects}
        3    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/enum.py:528(__new__)
       97    0.000    0.000    0.000    0.000 <frozen posixpath>:71(join)
        8    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/tempfile.py:153(__next__)
        8    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/tqdm/utils.py:386(disp_trim)
       13    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/tqdm/std.py:106(release)
       54    0.000    0.000    0.000    0.000 {method '__exit__' of '_io._IOBase' objects}
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/PIL/ImageMath.py:1(<module>)
     2725    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
        7    0.000    0.000    0.000    0.000 {built-in method posix.open}
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/PIL/JpegImagePlugin.py:1(<module>)
        6    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/tempfile.py:114(_sanitize_params)
        6    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/shlex.py:305(split)
       49    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:632(cached)
        2    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/tqdm/std.py:1265(close)
    69/61    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x935660}
        8    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/re/_compiler.py:511(_compile_info)
        6    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/fnmatch.py:74(translate)
       26    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:611(_get_cached)
      167    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:126(_path_join)
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/typing.py:2780(__new__)
     22/8    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/re/_compiler.py:37(_compile)
        6    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/subprocess.py:1282(_close_pipe_fds)
        6    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/tempfile.py:313(gettempdir)
        6    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/psutil/_common.py:838(bcat)
        6    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/psutil/__init__.py:1093(memory_info)
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/typing.py:2761(_make_nmtuple)
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/multiprocessing/process.py:1(<module>)
        6    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/subprocess.py:1688(_get_handles)
        6    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/psutil/_pslinux.py:1954(memory_info)
       16    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/enum.py:1562(__and__)
        6    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/psutil/_common.py:821(cat)
        6    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/tempfile.py:301(_gettempdir)
     2016    0.000    0.000    0.000    0.000 {built-in method unicodedata.east_asian_width}
       36    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:162(__enter__)
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/tempfile.py:183(_get_default_tempdir)
        8    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/random.py:454(choices)
        1    0.000    0.000    0.000    0.000 /data/lhyman6/OCR/scripts/measure_ocr_mono.py:29(delete_files_in_folder)
       18    0.000    0.000    0.000    0.000 <frozen genericpath>:16(exists)
       48    0.000    0.000    0.000    0.000 {built-in method posix.lstat}
       29    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:159(_path_isfile)
       18    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/shlex.py:299(__next__)
       30    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:150(_path_is_mode_type)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:463(_lock_unlock_module)
       26    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1588(_get_spec)
        4    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/tqdm/_monitor.py:47(get_instances)
       36    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:124(setdefault)
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/multiprocessing/reduction.py:1(<module>)
       12    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/selectors.py:365(unregister)
       12    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/selectors.py:351(register)
       13    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/psutil/_common.py:787(open_binary)
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/psutil/_pslinux.py:1629(boot_time)
       18    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/shlex.py:101(get_token)
       46    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:132(_path_split)
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/multiprocessing/synchronize.py:193(__init__)
        8    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/enum.py:254(__set_name__)
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/multiprocessing/synchronize.py:50(__init__)
        7    0.000    0.000    0.000    0.000 {built-in method posix.unlink}
      345    0.000    0.000    0.000    0.000 {built-in method builtins.getattr}
       36    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:426(_get_module_lock)
        8    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/tqdm/std.py:451(fp_write)
       36    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:372(release)
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/PIL/ImageColor.py:1(<module>)
       18    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/enum.py:390(__setitem__)
        6    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/PIL/JpegImagePlugin.py:253(DQT)
       19    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
       18    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/contextlib.py:299(helper)
  643/621    0.000    0.000    0.000    0.000 {built-in method builtins.len}
       23    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1202(path_stats)
       16    0.000    0.000    0.000    0.000 {method 'write' of '_io.TextIOWrapper' objects}
       26    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:420(__exit__)
       26    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:802(spec_from_file_location)
       18    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/shlex.py:133(read_token)
        8    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/tempfile.py:142(rng)
        4    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/typing.py:175(_type_check)
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/collections/__init__.py:355(namedtuple)
       30    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
       19    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/_weakrefset.py:63(__iter__)
       78    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/re/__init__.py:255(escape)
       86    0.000    0.000    0.000    0.000 {built-in method builtins.max}
      251    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/re/_parser.py:168(__getitem__)
        4    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/_weakrefset.py:95(copy)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1295(exec_module)
       18    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/tqdm/utils.py:194(inner)
       12    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/selectors.py:234(register)
        2    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/functools.py:479(lru_cache)
       20    0.000    0.000    0.000    0.000 <frozen posixpath>:416(abspath)
       24    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/selectors.py:215(_fileobj_lookup)
       24    0.000    0.000    0.000    0.000 {built-in method posix.pipe}
        5    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/_weakrefset.py:37(__init__)
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/PIL/ImageOps.py:1(<module>)
        3    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
        6    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/PIL/JpegImagePlugin.py:62(APP)
      153    0.000    0.000    0.000    0.000 <frozen posixpath>:41(_get_sep)
       24    0.000    0.000    0.000    0.000 <frozen abc>:117(__instancecheck__)
     22/8    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/re/_parser.py:178(getwidth)
       12    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/selectors.py:247(unregister)
       18    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/contextlib.py:530(callback)
        6    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/PIL/Image.py:390(_getdecoder)
        6    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/PIL/Image.py:413(_getencoder)
        3    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/enum.py:513(__prepare__)
      283    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
       24    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/selectors.py:21(_fileobj_to_fd)
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/multiprocessing/util.py:1(<module>)
